2416 2514 0.961 | 2114 2688 0.786
427816 431000 0.993 | 354344 363212 0.976
428714 432472 0.991 | 354894 364616 0.973
428456 432812 0.990 | 354524 364942 0.971
429482 433208 0.991 | 355290 365318 0.973
430408 434000 0.992 | 355896 366070 0.972
429698 434000 0.990 | 355574 366070 0.971
430672 434340 0.992 | 356584 366396 0.973
431442 435416 0.991 | 357742 367424 0.974
431792 435812 0.991 | 358426 367800 0.975
432250 436604 0.990 | 359132 368552 0.974
432382 436604 0.990 | 358968 368552 0.974
433190 437000 0.991 | 359484 368928 0.974
434114 437792 0.992 | 360290 369680 0.975
434664 438528 0.991 | 360188 370382 0.972
435164 438924 0.991 | 360542 370758 0.972
436118 440112 0.991 | 361286 371886 0.971
437304 441244 0.991 | 361990 372964 0.971
437304 441640 0.990 | 361974 373340 0.970
437486 442432 0.989 | 362156 374092 0.968
437688 442432 0.989 | 362464 374092 0.969
438398 442828 0.990 | 362776 374468 0.969
439412 443620 0.991 | 363452 375220 0.969
440018 444412 0.990 | 363864 375972 0.968
440686 444808 0.991 | 364386 376348 0.968
441856 445996 0.991 | 365184 377476 0.967
441840 445996 0.991 | 365474 377476 0.968
443370 447524 0.991 | 366508 378930 0.967
443622 447920 0.990 | 366626 379306 0.967
443716 448316 0.990 | 367194 379682 0.967
444498 448316 0.991 | 367938 379682 0.969
444368 448656 0.990 | 367844 380008 0.968
444438 448656 0.991 | 368396 380008 0.969
445750 449788 0.991 | 368888 381086 0.968
446574 451372 0.989 | 369468 382590 0.966
447328 451768 0.990 | 370068 382966 0.966
447156 451768 0.990 | 370214 382966 0.967
447720 452164 0.990 | 370798 383342 0.967
447856 452504 0.990 | 370910 383668 0.967
448014 452504 0.990 | 371214 383668 0.968
448440 453296 0.989 | 371284 384420 0.966
449168 453692 0.990 | 371954 384796 0.967
449898 454088 0.991 | 372446 385172 0.967
450722 455276 0.990 | 372942 386300 0.965
451252 455672 0.990 | 373198 386676 0.965
451994 456860 0.989 | 373172 387804 0.962
452482 457652 0.989 | 373338 388556 0.961
452862 458444 0.988 | 373526 389308 0.959
452950 458444 0.988 | 373474 389308 0.959
454300 459632 0.988 | 374266 390436 0.959
454314 459632 0.988 | 374036 390436 0.958
454058 459632 0.988 | 373894 390436 0.958
453990 459632 0.988 | 374182 390436 0.958
454024 459632 0.988 | 374988 390436 0.960
454178 459632 0.988 | 375116 390436 0.961
454830 460424 0.988 | 375636 391188 0.960
455328 460424 0.989 | 375952 391188 0.961
455510 460424 0.989 | 375888 391188 0.961
455570 460424 0.989 | 375582 391188 0.960
456094 461160 0.989 | 376222 391890 0.960
456654 461952 0.989 | 376546 392642 0.959
457194 462348 0.989 | 376824 393018 0.959
457548 462688 0.989 | 377486 393344 0.960
457610 462688 0.989 | 377600 393344 0.960
457946 463084 0.989 | 378338 393720 0.961
457488 463084 0.988 | 378402 393720 0.961
457728 463480 0.988 | 378382 394096 0.960
458318 463480 0.989 | 379180 394096 0.962
458724 463480 0.990 | 379826 394096 0.964
459726 464272 0.990 | 380430 394848 0.963
460144 464668 0.990 | 380606 395224 0.963
460012 465008 0.989 | 380946 395550 0.963
460854 465800 0.989 | 381204 396302 0.962
461910 466536 0.990 | 382560 397004 0.964
461220 466536 0.989 | 382112 397004 0.962
461700 466536 0.990 | 382602 397004 0.964
461436 466536 0.989 | 382612 397004 0.964
460856 466536 0.988 | 382228 397004 0.963
461316 466536 0.989 | 382598 397004 0.964
461842 466536 0.990 | 383042 397004 0.965
461950 466536 0.990 | 383398 397004 0.966
462050 466932 0.990 | 383150 397380 0.964
461962 466932 0.989 | 382920 397380 0.964
461716 466932 0.989 | 382898 397380 0.964
461970 466932 0.989 | 383482 397380 0.965
462882 467328 0.990 | 384094 397756 0.966
462624 467328 0.990 | 383942 397756 0.965
463280 467724 0.990 | 384418 398132 0.966
463408 468120 0.990 | 384240 398508 0.964
464172 468516 0.991 | 385122 398884 0.965
464344 468912 0.990 | 384952 399260 0.964
464952 469704 0.990 | 385432 400012 0.964
465436 470100 0.990 | 385486 400388 0.963
466104 470440 0.991 | 386098 400714 0.964
467208 471232 0.991 | 386896 401466 0.964
467418 472024 0.990 | 386948 402218 0.962
467932 472760 0.990 | 387470 402920 0.962
468742 473552 0.990 | 387470 403672 0.960
469004 473552 0.990 | 387872 403672 0.961
469710 474288 0.990 | 388472 404374 0.961
469886 474288 0.991 | 388492 404374 0.961
470926 475872 0.990 | 388746 405878 0.958
471292 476268 0.990 | 389156 406254 0.958
471198 476664 0.989 | 389440 406630 0.958
471576 476664 0.989 | 389868 406630 0.959
471538 476664 0.989 | 389936 406630 0.959
472040 477060 0.989 | 390602 407006 0.960
472902 477852 0.990 | 391478 407758 0.960
474046 479040 0.990 | 391966 408886 0.959
474284 479436 0.989 | 391940 409262 0.958
474960 479832 0.990 | 392348 409638 0.958
475320 480228 0.990 | 392478 410014 0.957
476008 481020 0.990 | 393132 410766 0.957
476390 481416 0.990 | 393516 411142 0.957
477160 481812 0.990 | 394490 411518 0.959
477618 482604 0.990 | 395044 412270 0.958
478412 483396 0.990 | 395588 413022 0.958
478554 483792 0.989 | 395350 413398 0.956
479064 484584 0.989 | 395266 414150 0.954
479430 485376 0.988 | 395314 414902 0.953
479778 485376 0.988 | 395850 414902 0.954
480514 485376 0.990 | 396544 414902 0.956
479910 486056 0.987 | 395798 415554 0.952
480938 486848 0.988 | 396626 416306 0.953
481728 487244 0.989 | 397506 416682 0.954
481416 487244 0.988 | 397432 416682 0.954
481210 487244 0.988 | 397214 416682 0.953
480814 487244 0.987 | 396768 416682 0.952
480676 487244 0.987 | 396362 416682 0.951
480790 487244 0.987 | 396194 416682 0.951
481510 487244 0.988 | 396500 416682 0.952
481866 487244 0.989 | 396896 416682 0.953
483116 488036 0.990 | 398064 417434 0.954
483890 488376 0.991 | 398752 417760 0.955
484080 489112 0.990 | 399026 418462 0.954
484694 489904 0.989 | 398822 419214 0.951
484948 490696 0.988 | 398756 419966 0.949
484624 490696 0.988 | 398780 419966 0.950
485208 491432 0.987 | 398946 420668 0.948
485992 491432 0.989 | 399926 420668 0.951
485962 491828 0.988 | 399862 421044 0.950
485672 491828 0.987 | 399850 421044 0.950
485410 491828 0.987 | 399506 421044 0.949
485964 492224 0.987 | 399742 421420 0.949
486512 492620 0.988 | 400208 421796 0.949
486210 492620 0.987 | 400436 421796 0.949
487136 492620 0.989 | 400902 421796 0.950
487512 493016 0.989 | 400910 422172 0.950
487834 493412 0.989 | 401276 422548 0.950
488252 493412 0.990 | 401734 422548 0.951
489152 494488 0.989 | 402642 423576 0.951
489404 494884 0.989 | 403048 423952 0.951
489542 494884 0.989 | 403334 423952 0.951
490488 495280 0.990 | 403902 424328 0.952
490852 496072 0.989 | 404468 425080 0.952
490446 496412 0.988 | 404470 425406 0.951
489996 496412 0.987 | 404664 425406 0.951
490470 496808 0.987 | 405022 425782 0.951
490418 496808 0.987 | 404974 425782 0.951
490364 496808 0.987 | 404658 425782 0.950
490264 496808 0.987 | 404822 425782 0.951
490448 496808 0.987 | 405020 425782 0.951
490948 497204 0.987 | 405812 426158 0.952
491388 497204 0.988 | 406086 426158 0.953
491842 497544 0.989 | 406176 426484 0.952
491614 497940 0.987 | 406256 426860 0.952
491936 498336 0.987 | 406458 427236 0.951
491980 498336 0.987 | 406776 427236 0.952
492182 498336 0.988 | 407174 427236 0.953
492916 498732 0.988 | 408132 427612 0.954
493142 499128 0.988 | 408136 427988 0.954
494334 499920 0.989 | 409108 428740 0.954
494216 500316 0.988 | 408848 429116 0.953
494094 500316 0.988 | 408744 429116 0.953
494722 500712 0.988 | 409288 429492 0.953
495012 500712 0.989 | 409588 429492 0.954
495996 501504 0.989 | 410342 430244 0.954
496520 501900 0.989 | 410560 430620 0.953
496984 502636 0.989 | 410738 431322 0.952
497240 502636 0.989 | 411260 431322 0.953
497206 503428 0.988 | 410824 432074 0.951
497390 503428 0.988 | 410622 432074 0.950
497560 504220 0.987 | 410514 432826 0.948
498816 504616 0.989 | 411004 433202 0.949
499300 505012 0.989 | 411478 433578 0.949
499602 505804 0.988 | 411756 434330 0.948
499588 505804 0.988 | 411906 434330 0.948
499854 505804 0.988 | 412452 434330 0.950
499520 505804 0.988 | 412638 434330 0.950
499732 505804 0.988 | 413158 434330 0.951
499590 506144 0.987 | 412868 434656 0.950
499716 506144 0.987 | 412974 434656 0.950
500260 506144 0.988 | 413756 434656 0.952
500768 506540 0.989 | 414078 435032 0.952
500582 506540 0.988 | 413812 435032 0.951
501262 507332 0.988 | 414260 435784 0.951
501108 507332 0.988 | 414350 435784 0.951
501776 507728 0.988 | 414968 436160 0.951
502054 507728 0.989 | 415454 436160 0.953
502592 508124 0.989 | 415624 436536 0.952
503328 508860 0.989 | 416614 437238 0.953
504072 509596 0.989 | 417340 437940 0.953
504560 510332 0.989 | 417774 438642 0.952
505144 510728 0.989 | 418218 439018 0.953
505286 511124 0.989 | 417988 439394 0.951
504896 511124 0.988 | 417914 439394 0.951
505772 511916 0.988 | 418314 440146 0.950
505576 511916 0.988 | 417866 440146 0.949
505844 511916 0.988 | 417686 440146 0.949
505638 511916 0.988 | 417538 440146 0.949
506710 512708 0.988 | 418270 440898 0.949
506404 512708 0.988 | 417952 440898 0.948
506252 512708 0.987 | 417910 440898 0.948
506706 513104 0.988 | 417790 441274 0.947
507526 513896 0.988 | 418358 442026 0.946
508194 514688 0.987 | 418960 442778 0.946
508214 514688 0.987 | 419188 442778 0.947
507792 514688 0.987 | 419502 442778 0.947
507504 514688 0.986 | 419480 442778 0.947
507570 514688 0.986 | 419842 442778 0.948
506638 514688 0.984 | 419172 442778 0.947
507496 514688 0.986 | 419704 442778 0.948
508280 514688 0.988 | 420216 442778 0.949
508028 514688 0.987 | 420088 442778 0.949
508190 515084 0.987 | 420308 443154 0.948
508412 515084 0.987 | 420590 443154 0.949
508594 515084 0.987 | 420286 443154 0.948
509312 515876 0.987 | 420944 443906 0.948
509662 515876 0.988 | 421032 443906 0.948
509860 516272 0.988 | 421360 444282 0.948
510192 516668 0.987 | 421902 444658 0.949
510744 516668 0.989 | 422362 444658 0.950
511874 517856 0.988 | 423122 445786 0.949
511970 518252 0.988 | 423598 446162 0.949
512268 518252 0.988 | 423876 446162 0.950
512734 518592 0.989 | 424504 446488 0.951
512918 518988 0.988 | 425022 446864 0.951
513744 519384 0.989 | 425540 447240 0.951
514618 520572 0.989 | 426188 448368 0.951
515104 520572 0.989 | 426384 448368 0.951
515816 521308 0.989 | 427072 449070 0.951
516392 522100 0.989 | 427554 449822 0.950
516536 522892 0.988 | 428134 450574 0.950
517224 523684 0.988 | 428404 451326 0.949
517638 523684 0.988 | 428456 451326 0.949
518060 524080 0.989 | 428898 451702 0.950
517722 524080 0.988 | 428668 451702 0.949
518216 524476 0.988 | 428662 452078 0.948
518586 524872 0.988 | 428928 452454 0.948
518088 524872 0.987 | 429302 452454 0.949
518466 525268 0.987 | 428832 452830 0.947
518000 525268 0.986 | 428896 452830 0.947
517042 525268 0.984 | 428338 452830 0.946
517960 525268 0.986 | 428874 452830 0.947
518214 525268 0.987 | 428650 452830 0.947
519974 526344 0.988 | 430074 453858 0.948
519996 526344 0.988 | 429876 453858 0.947
520066 526740 0.987 | 430086 454234 0.947
520514 526740 0.988 | 430372 454234 0.947
521292 527476 0.988 | 431040 454936 0.947
521264 527476 0.988 | 431260 454936 0.948
521468 527872 0.988 | 431278 455312 0.947
522646 528664 0.989 | 432230 456064 0.948
522230 528664 0.988 | 432132 456064 0.948
522418 529060 0.987 | 432472 456440 0.947
522800 529456 0.987 | 432714 456816 0.947
522582 529456 0.987 | 433024 456816 0.948
522920 529456 0.988 | 433090 456816 0.948
522914 529456 0.988 | 433278 456816 0.948
523046 529852 0.987 | 433046 457192 0.947
522808 530248 0.986 | 432514 457568 0.945
523564 530248 0.987 | 433470 457568 0.947
524104 530644 0.988 | 433702 457944 0.947
524548 531040 0.988 | 434124 458320 0.947
524714 531436 0.987 | 434560 458696 0.947
523918 531436 0.986 | 433808 458696 0.946
523996 531436 0.986 | 433678 458696 0.945
522944 531436 0.984 | 432984 458696 0.944
522568 531436 0.983 | 432790 458696 0.944
522202 531436 0.983 | 432114 458696 0.942
522648 531436 0.983 | 432612 458696 0.943
522788 531436 0.984 | 432852 458696 0.944
523012 531436 0.984 | 433386 458696 0.945
523362 531436 0.985 | 433782 458696 0.946
523436 531436 0.985 | 434022 458696 0.946
523142 531436 0.984 | 433394 458696 0.945
523458 531436 0.985 | 433330 458696 0.945
523008 531436 0.984 | 432924 458696 0.944
522476 531436 0.983 | 432540 458696 0.943
522884 531436 0.984 | 433034 458696 0.944
523210 531436 0.985 | 433290 458696 0.945
523614 531436 0.985 | 433798 458696 0.946
522970 531436 0.984 | 433590 458696 0.945
522492 531436 0.983 | 433308 458696 0.945
522740 531436 0.984 | 433656 458696 0.945
522610 531436 0.983 | 433698 458696 0.946
522728 531436 0.984 | 433556 458696 0.945
522608 531436 0.983 | 433656 458696 0.945
522184 531436 0.983 | 433636 458696 0.945
522344 531436 0.983 | 434014 458696 0.946
522166 531436 0.983 | 433882 458696 0.946
521668 531436 0.982 | 433744 458696 0.946
521530 531436 0.981 | 433820 458696 0.946
521026 531436 0.980 | 433256 458696 0.945
521472 531436 0.981 | 432692 458696 0.943
520774 531436 0.980 | 432148 458696 0.942
521124 531436 0.981 | 432044 458696 0.942
520844 531436 0.980 | 431904 458696 0.942
521138 531436 0.981 | 431974 458696 0.942
521620 531436 0.982 | 432038 458696 0.942
521140 531436 0.981 | 431602 458696 0.941
521144 531436 0.981 | 431156 458696 0.940
520496 531436 0.979 | 430608 458696 0.939
520596 531436 0.980 | 430962 458696 0.940
520390 531436 0.979 | 431148 458696 0.940
520180 531436 0.979 | 430748 458696 0.939
520068 531436 0.979 | 430718 458696 0.939
520088 531436 0.979 | 430316 458696 0.938
519882 531436 0.978 | 430228 458696 0.938
519790 531436 0.978 | 430018 458696 0.937
519664 531436 0.978 | 429930 458696 0.937
519514 531436 0.978 | 429820 458696 0.937
518974 531436 0.977 | 429178 458696 0.936
519046 531436 0.977 | 428844 458696 0.935
519438 531436 0.977 | 429478 458696 0.936
518820 531436 0.976 | 429072 458696 0.935
517812 531436 0.974 | 428620 458696 0.934
516548 531436 0.972 | 427700 458696 0.932
516064 531436 0.971 | 426992 458696 0.931
515622 531436 0.970 | 426950 458696 0.931
515754 531436 0.970 | 426916 458696 0.931
515258 531436 0.970 | 426548 458696 0.930
514708 531436 0.969 | 426238 458696 0.929
514316 531436 0.968 | 425830 458696 0.928
513918 531436 0.967 | 425118 458696 0.927
513234 531436 0.966 | 424410 458696 0.925
513492 531436 0.966 | 424454 458696 0.925
513456 531436 0.966 | 424306 458696 0.925
512892 531436 0.965 | 423816 458696 0.924
512414 531436 0.964 | 423152 458696 0.923
512490 531436 0.964 | 422950 458696 0.922
512024 531436 0.963 | 422662 458696 0.921
511246 531436 0.962 | 422206 458696 0.920
510308 531436 0.960 | 421302 458696 0.918
510584 531436 0.961 | 420882 458696 0.918
510326 531436 0.960 | 420280 458696 0.916
509652 531436 0.959 | 419516 458696 0.915
509880 531436 0.959 | 419686 458696 0.915
509390 531436 0.959 | 419162 458696 0.914
509496 531436 0.959 | 418744 458696 0.913
508488 531436 0.957 | 417768 458696 0.911
508048 531436 0.956 | 417382 458696 0.910
507488 531436 0.955 | 417004 458696 0.909
507524 531436 0.955 | 416990 458696 0.909
506832 531436 0.954 | 416550 458696 0.908
506432 531436 0.953 | 416204 458696 0.907
505456 531436 0.951 | 415534 458696 0.906
503606 531436 0.948 | 414516 458696 0.904
502720 531436 0.946 | 413664 458696 0.902
502032 531436 0.945 | 413030 458696 0.900
500576 531436 0.942 | 411924 458696 0.898
499062 531436 0.939 | 411204 458696 0.896
497462 531436 0.936 | 409978 458696 0.894
496796 531436 0.935 | 409346 458696 0.892
495422 531436 0.932 | 408128 458696 0.890
494792 531436 0.931 | 407286 458696 0.888
