966 1196 0.808 | 1098 1234 0.890
266954 526664 0.507 | 288696 583474 0.495
266882 526664 0.507 | 288642 583474 0.495
266382 526664 0.506 | 288420 583474 0.494
266160 526664 0.505 | 288554 583474 0.495
266444 526664 0.506 | 289048 583474 0.495
265880 526664 0.505 | 287780 583474 0.493
266642 526664 0.506 | 288694 583474 0.495
267102 526664 0.507 | 289508 583474 0.496
267204 526664 0.507 | 289768 583474 0.497
267908 526664 0.509 | 290448 583474 0.498
268226 526664 0.509 | 290570 583474 0.498
268784 526664 0.510 | 291090 583474 0.499
269388 526664 0.511 | 291620 583474 0.500
269950 526664 0.513 | 291964 583474 0.500
269954 526664 0.513 | 291706 583474 0.500
270024 526664 0.513 | 292010 583474 0.500
269810 526664 0.512 | 292320 583474 0.501
269994 526664 0.513 | 292076 583474 0.501
564754 571668 0.988 | 618012 633072 0.976
562054 571668 0.983 | 615624 633072 0.972
556510 571668 0.973 | 610942 633072 0.965
553548 571668 0.968 | 607040 633072 0.959
548844 571668 0.960 | 601670 633072 0.950
544308 571668 0.952 | 596246 633072 0.942
539620 571668 0.944 | 592038 633072 0.935
532542 571668 0.932 | 583552 633072 0.922
522318 571668 0.914 | 572330 633072 0.904
502862 571668 0.880 | 552658 633072 0.873
478082 571668 0.836 | 524108 633072 0.828
465386 571668 0.814 | 509346 633072 0.805
462264 571668 0.809 | 505572 633072 0.799
461228 571668 0.807 | 504378 633072 0.797
459598 571668 0.804 | 503144 633072 0.795
457728 571668 0.801 | 500938 633072 0.791
456846 571668 0.799 | 499576 633072 0.789
456034 571668 0.798 | 498822 633072 0.788
455294 571668 0.796 | 498142 633072 0.787
453954 571668 0.794 | 496820 633072 0.785
452526 571668 0.792 | 494998 633072 0.782
452630 571668 0.792 | 494826 633072 0.782
452024 571668 0.791 | 494594 633072 0.781
451948 571668 0.791 | 494500 633072 0.781
451576 571668 0.790 | 493692 633072 0.780
451270 571668 0.789 | 493312 633072 0.779
450118 571668 0.787 | 491776 633072 0.777
449956 571668 0.787 | 491200 633072 0.776
449590 571668 0.786 | 490724 633072 0.775
449312 571668 0.786 | 489742 633072 0.774
448692 571668 0.785 | 488746 633072 0.772
448196 571668 0.784 | 488546 633072 0.772
447792 571668 0.783 | 488424 633072 0.772
447758 571668 0.783 | 488900 633072 0.772
447150 571668 0.782 | 488214 633072 0.771
446736 571668 0.781 | 487820 633072 0.771
447018 571668 0.782 | 487128 633072 0.769
446460 571668 0.781 | 486162 633072 0.768
440806 571668 0.771 | 480268 633072 0.759
420020 571668 0.735 | 455784 633072 0.720
386812 571668 0.677 | 419574 633072 0.663
365560 571668 0.639 | 396222 633072 0.626
361306 571668 0.632 | 391604 633072 0.619
359932 571668 0.630 | 390024 633072 0.616
359630 571668 0.629 | 389724 633072 0.616
359462 571668 0.629 | 389282 633072 0.615
359590 571668 0.629 | 389486 633072 0.615
360002 571668 0.630 | 390114 633072 0.616
360158 571668 0.630 | 390716 633072 0.617
360520 571668 0.631 | 391432 633072 0.618
360068 571668 0.630 | 391176 633072 0.618
360186 571668 0.630 | 391074 633072 0.618
360230 571668 0.630 | 390808 633072 0.617
360636 571668 0.631 | 390888 633072 0.617
361062 571668 0.632 | 390916 633072 0.617
360758 571668 0.631 | 390566 633072 0.617
361106 571668 0.632 | 390906 633072 0.617
361026 571668 0.632 | 391564 633072 0.619
361216 571668 0.632 | 391178 633072 0.618
360874 571668 0.631 | 390980 633072 0.618
361148 571668 0.632 | 391338 633072 0.618
361040 571668 0.632 | 391486 633072 0.618
360712 571668 0.631 | 391044 633072 0.618
360762 571668 0.631 | 390906 633072 0.617
360800 571668 0.631 | 390644 633072 0.617
361368 571668 0.632 | 390696 633072 0.617
360412 571668 0.630 | 389946 633072 0.616
360756 571668 0.631 | 390352 633072 0.617
360312 571668 0.630 | 390194 633072 0.616
360508 571668 0.631 | 389940 633072 0.616
359800 571668 0.629 | 389240 633072 0.615
358916 571668 0.628 | 388464 633072 0.614
358798 571668 0.628 | 388770 633072 0.614
358916 571668 0.628 | 389134 633072 0.615
358586 571668 0.627 | 388590 633072 0.614
357484 571668 0.625 | 387648 633072 0.612
355334 571668 0.622 | 384676 633072 0.608
351678 571668 0.615 | 380886 633072 0.602
343522 571668 0.601 | 371930 633072 0.588
331954 571668 0.581 | 359916 633072 0.569
319760 571668 0.559 | 346196 633072 0.547
310844 571668 0.544 | 335820 633072 0.530
303924 571668 0.532 | 328136 633072 0.518
299154 571668 0.523 | 323470 633072 0.511
297278 571668 0.520 | 320232 633072 0.506
297052 571668 0.520 | 319958 633072 0.505
297026 571668 0.520 | 320190 633072 0.506
297478 571668 0.520 | 320630 633072 0.506
297260 571668 0.520 | 320628 633072 0.506
296226 571668 0.518 | 320130 633072 0.506
295616 571668 0.517 | 319866 633072 0.505
295688 571668 0.517 | 319726 633072 0.505
295856 571668 0.518 | 319810 633072 0.505
295416 571668 0.517 | 319656 633072 0.505
295324 571668 0.517 | 319366 633072 0.504
295252 571668 0.516 | 319562 633072 0.505
294836 571668 0.516 | 319022 633072 0.504
294416 571668 0.515 | 318574 633072 0.503
294346 571668 0.515 | 318762 633072 0.504
293924 571668 0.514 | 318460 633072 0.503
515668 571668 0.902 | 564692 633072 0.892
513106 571668 0.898 | 562148 633072 0.888
509454 571668 0.891 | 558460 633072 0.882
506228 571668 0.886 | 553930 633072 0.875
503392 571668 0.881 | 550630 633072 0.870
499246 571668 0.873 | 546398 633072 0.863
495596 571668 0.867 | 543028 633072 0.858
491892 571668 0.860 | 537934 633072 0.850
483278 571668 0.845 | 528718 633072 0.835
468564 571668 0.820 | 512132 633072 0.809
449610 571668 0.786 | 491366 633072 0.776
439362 571668 0.769 | 480240 633072 0.759
436634 571668 0.764 | 476816 633072 0.753
434528 571668 0.760 | 474830 633072 0.750
432662 571668 0.757 | 472808 633072 0.747
431304 571668 0.754 | 471820 633072 0.745
429808 571668 0.752 | 470182 633072 0.743
428106 571668 0.749 | 468112 633072 0.739
426960 571668 0.747 | 466600 633072 0.737
426304 571668 0.746 | 465434 633072 0.735
424942 571668 0.743 | 463730 633072 0.733
424468 571668 0.743 | 463652 633072 0.732
423486 571668 0.741 | 462990 633072 0.731
423122 571668 0.740 | 462794 633072 0.731
421796 571668 0.738 | 461578 633072 0.729
420916 571668 0.736 | 460506 633072 0.727
420166 571668 0.735 | 459362 633072 0.726
419056 571668 0.733 | 458828 633072 0.725
417912 571668 0.731 | 457948 633072 0.723
417456 571668 0.730 | 457192 633072 0.722
416568 571668 0.729 | 456150 633072 0.721
415290 571668 0.726 | 454494 633072 0.718
414760 571668 0.726 | 453650 633072 0.717
413908 571668 0.724 | 453304 633072 0.716
413192 571668 0.723 | 452450 633072 0.715
412606 571668 0.722 | 451880 633072 0.714
412202 571668 0.721 | 451494 633072 0.713
411594 571668 0.720 | 450800 633072 0.712
406348 571668 0.711 | 446206 633072 0.705
387556 571668 0.678 | 426696 633072 0.674
362214 571668 0.634 | 397856 633072 0.628
347844 571668 0.608 | 381688 633072 0.603
342422 571668 0.599 | 375018 633072 0.592
341426 571668 0.597 | 374272 633072 0.591
340838 571668 0.596 | 373242 633072 0.590
339898 571668 0.595 | 372026 633072 0.588
339152 571668 0.593 | 371060 633072 0.586
